Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryParser,handleEvent,Long Statement,The length of the statement "case MAP_ATTEMPT_STARTED:case CLEANUP_ATTEMPT_STARTED:case REDUCE_ATTEMPT_STARTED:case SETUP_ATTEMPT_STARTED:handleTaskAttemptStartedEvent((TaskAttemptStartedEvent)event);" is 171.,167
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryParser,handleEvent,Long Statement,The length of the statement "case MAP_ATTEMPT_FAILED:case CLEANUP_ATTEMPT_FAILED:case REDUCE_ATTEMPT_FAILED:case SETUP_ATTEMPT_FAILED:case MAP_ATTEMPT_KILLED:case CLEANUP_ATTEMPT_KILLED:case REDUCE_ATTEMPT_KILLED:case SETUP_ATTEMPT_KILLED:handleTaskAttemptFailedEvent((TaskAttemptUnsuccessfulCompletionEvent)event);" is 286.,167
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryParser,handleEvent,Long Statement,The length of the statement "case SETUP_ATTEMPT_FINISHED:case CLEANUP_ATTEMPT_FINISHED:handleTaskAttemptFinishedEvent((TaskAttemptFinishedEvent)event);" is 122.,167
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobUnsuccessfulCompletionEvent,JobUnsuccessfulCompletionEvent,Long Parameter List,The method has 5 parameters. ,36
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskAttemptFinishedEvent,TaskAttemptFinishedEvent,Long Parameter List,The method has 8 parameters. ,48
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskAttemptUnsuccessfulCompletionEvent,TaskAttemptUnsuccessfulCompletionEvent,Long Parameter List,The method has 10 parameters. ,59
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskAttemptUnsuccessfulCompletionEvent,TaskAttemptUnsuccessfulCompletionEvent,Long Parameter List,The method has 6 parameters. ,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskAttemptUnsuccessfulCompletionEvent,TaskAttemptUnsuccessfulCompletionEvent,Long Parameter List,The method has 9 parameters. ,122
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskAttemptUnsuccessfulCompletionEvent,getEventType,Long Statement,The length of the statement "return getTaskId().getTaskType() == TaskType.MAP ? (failed ? EventType.MAP_ATTEMPT_FAILED : EventType.MAP_ATTEMPT_KILLED) : (failed ? EventType.REDUCE_ATTEMPT_FAILED : EventType.REDUCE_ATTEMPT_KILLED);" is 201.,221
hadoop,org.apache.hadoop.mapreduce.jobhistory,EventReader,getNextEvent,Complex Method,Cyclomatic complexity of the method is 30,78
hadoop,org.apache.hadoop.mapreduce.jobhistory,EventReader,fromAvro,Long Statement,The length of the statement "CounterGroup group=result.addGroup(StringInterner.weakIntern(g.name.toString())`StringInterner.weakIntern(g.displayName.toString()));" is 133.,170
hadoop,org.apache.hadoop.mapreduce.jobhistory,EventReader,fromAvro,Long Statement,The length of the statement "group.addCounter(StringInterner.weakIntern(c.name.toString())`StringInterner.weakIntern(c.displayName.toString())`c.value);" is 123.,170
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskFailedEvent,TaskFailedEvent,Long Parameter List,The method has 7 parameters. ,49
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskFailedEvent,TaskFailedEvent,Long Parameter List,The method has 6 parameters. ,71
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskFailedEvent,setDatum,Long Statement,The length of the statement "this.failedDueToAttempt=datum.failedDueToAttempt == null ? null : TaskAttemptID.forName(datum.failedDueToAttempt.toString());" is 125.,97
hadoop,org.apache.hadoop.mapreduce.jobhistory,MapAttemptFinishedEvent,MapAttemptFinishedEvent,Long Parameter List,The method has 11 parameters. ,56
hadoop,org.apache.hadoop.mapreduce.jobhistory,MapAttemptFinishedEvent,MapAttemptFinishedEvent,Long Parameter List,The method has 8 parameters. ,97
hadoop,org.apache.hadoop.mapreduce.jobhistory,ReduceAttemptFinishedEvent,ReduceAttemptFinishedEvent,Long Parameter List,The method has 12 parameters. ,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,ReduceAttemptFinishedEvent,ReduceAttemptFinishedEvent,Long Parameter List,The method has 9 parameters. ,98
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobInitedEvent,JobInitedEvent,Long Parameter List,The method has 6 parameters. ,36
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSubmittedEvent,JobSubmittedEvent,Long Parameter List,The method has 7 parameters. ,42
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSubmittedEvent,JobSubmittedEvent,Long Parameter List,The method has 11 parameters. ,59
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSubmittedEvent,JobSubmittedEvent,Long Statement,The length of the statement "this(id`jobName`userName`submitTime`jobConfPath`jobACLs`jobQueueName`workflowId`workflowName`workflowNodeName`workflowAdjacencies`"");" is 134.,59
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSubmittedEvent,JobSubmittedEvent,Complex Method,Cyclomatic complexity of the method is 8,83
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSubmittedEvent,JobSubmittedEvent,Long Parameter List,The method has 12 parameters. ,83
hadoop,org.apache.hadoop.mapreduce.jobhistory,TaskFinishedEvent,TaskFinishedEvent,Long Parameter List,The method has 6 parameters. ,46
hadoop,org.apache.hadoop.mapreduce.jobhistory,AMStartedEvent,AMStartedEvent,Long Parameter List,The method has 6 parameters. ,38
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,HistoryViewer,Magic Number,The method contains a magic number: 2,63
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printJobDetails,Long Statement,The length of the statement "jobDetails.append("\nLaunched At: ").append(StringUtils.getFormattedTimeWithDiff(dateFormat`job.getLaunchTime()`job.getSubmitTime()));" is 134.,130
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printJobDetails,Long Statement,The length of the statement "jobDetails.append("\nFinished At: ").append(StringUtils.getFormattedTimeWithDiff(dateFormat`job.getFinishTime()`job.getLaunchTime()));" is 134.,130
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printCounters,Long Statement,The length of the statement "buff.append(String.format("|%1$-30s|%2$-30s|%3$-10s|%4$-10s|%5$-10s|"`"Group Name"`"Counter name"`"Map Value"`"Reduce Value"`"Total Value"));" is 141.,157
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printCounters,Long Statement,The length of the statement "buff.append(String.format("%n|%1$-30s|%2$-30s|%3$-10s|%4$-10s|%5$-10s"`totalGroup.getDisplayName()`counter.getDisplayName()`mapValue`reduceValue`totalValue));" is 158.,157
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printAllTaskAttempts,Long Statement,The length of the statement "taskList.append(StringUtils.getFormattedTimeWithDiff(dateFormat`attempt.getSortFinishTime()`attempt.getShuffleFinishTime()));" is 125.,199
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printJobAnalysis,Magic Number,The method contains a magic number: 10,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printJobAnalysis,Magic Number,The method contains a magic number: 10,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printJobAnalysis,Magic Number,The method contains a magic number: 10,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printAnalysis,Long Parameter List,The method has 5 parameters. ,313
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,printTasks,Complex Conditional,The conditional expression taskType.equals(task.getTaskType()) && (status.equals(task.getTaskStatus()) || status.equalsIgnoreCase("ALL")) is complex.,385
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,getTaskLogsUrl,Complex Conditional,The conditional expression attempt.getHttpPort() == -1 || attempt.getTrackerName().equals("") || attempt.getAttemptId() == null is complex.,442
hadoop,org.apache.hadoop.mapreduce.jobhistory,HistoryViewer,getTaskLogsUrl,Long Statement,The length of the statement "return HostUtil.getTaskLogUrl(taskTrackerName`Integer.toString(attempt.getHttpPort())`attempt.getAttemptId().toString());" is 121.,442
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 50000,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 60,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 1000l,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 10,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 10,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 200,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 200,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 3000,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 4000,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 100,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testFirstFlushOnCompletionEvent,Magic Number,The method contains a magic number: 100,57
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 50000,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 60,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 1000l,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 10,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 10,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 5,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 200,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 3000,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 4000,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 100,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 9,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 50,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testMaxUnflushedCompletionEvents,Magic Number,The method contains a magic number: 6,100
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 50000,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 2,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 1000l,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 10,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 100,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 5,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 200,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 3000,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 4000,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 100,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 9,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 2,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 4,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testUnflushedTimer,Magic Number,The method contains a magic number: 1000l,145
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Long Statement,The length of the statement "queueEvent(jheh`new JobHistoryEvent(t.jobId`new JobFinishedEvent(TypeConverter.fromYarn(t.jobId)`0`10`10`0`0`null`null`new Counters())));" is 137.,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 50000,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 60,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 1000l,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 3,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 10,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 200,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 3000,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 4000,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 100,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 10,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 10,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 29,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 72,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testBatchedFlushJobEndMultiplier,Magic Number,The method contains a magic number: 4,186
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,mockAppContext,Magic Number,The method contains a magic number: 10,258
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,mockAppContext,Magic Number,The method contains a magic number: 10,258
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,getEventToEnqueue,Long Statement,The length of the statement "HistoryEvent toReturn=new JobStatusChangedEvent(new JobID(Integer.toString(jobId.getId())`jobId.getId())`"change status");" is 122.,282
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testSigTermedFunctionality,Long Statement,The length of the statement "assertTrue("Last event handled wasn't JobUnsuccessfulCompletionEvent"`jheh.lastEventHandled.getHistoryEvent() instanceof JobUnsuccessfulCompletionEvent);" is 153.,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testSigTermedFunctionality,Magic Number,The method contains a magic number: 4,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testSigTermedFunctionality,Magic Number,The method contains a magic number: 4,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testSigTermedFunctionality,Magic Number,The method contains a magic number: 1000l,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestJobHistoryEventHandler,testSigTermedFunctionality,Magic Number,The method contains a magic number: 5,287
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Long Statement,The length of the statement "TaskAttemptFinishedEvent test=new TaskAttemptFinishedEvent(taskAttemptId`TaskType.REDUCE`"TEST"`123L`"RAKNAME"`"HOSTNAME"`"STATUS"`counters);" is 141.,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 10000,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 2,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 3,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 123L,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 123L,41
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testJobPriorityChange,Magic Number,The method contains a magic number: 10000,69
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskUpdated,Magic Number,The method contains a magic number: 10000,85
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskUpdated,Magic Number,The method contains a magic number: 2,85
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskUpdated,Magic Number,The method contains a magic number: 1234L,85
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testTaskUpdated,Magic Number,The method contains a magic number: 1234L,85
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,testEvents,Magic Number,The method contains a magic number: 10000,105
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 2,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 3,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 100,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 200,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 300,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 2,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 1000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 2000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 3000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 1000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 1000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 2000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptUnsuccessfulCompletion,Magic Number,The method contains a magic number: 3000,217
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getCleanupAttemptFinishedEvent,Magic Number,The method contains a magic number: 2,243
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getCleanupAttemptStartedEvent,Magic Number,The method contains a magic number: 10000,260
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getCleanupAttemptStartedEvent,Magic Number,The method contains a magic number: 10001,260
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskAttemptFinishedEvent,Magic Number,The method contains a magic number: 2,291
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getSetupAttemptStartedEvent,Magic Number,The method contains a magic number: 10000,308
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getSetupAttemptStartedEvent,Magic Number,The method contains a magic number: 10001,308
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getJobKilledEvent,Magic Number,The method contains a magic number: 2,325
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getJobKilledEvent,Magic Number,The method contains a magic number: 3,325
hadoop,org.apache.hadoop.mapreduce.jobhistory,TestEvents,getTaskUpdatedEvent,Magic Number,The method contains a magic number: 2,362
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryCopyService,getPreviousJobHistoryFileStream,Long Statement,The length of the statement "historyFile=fc.makeQualified(JobHistoryUtils.getStagingJobHistoryFile(histDirPath`jobId`(applicationAttemptId.getAttemptId() - 1)));" is 132.,102
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobSummary,getJobSummaryString,Long Statement,The length of the statement "SummaryBuilder summary=new SummaryBuilder().add("jobId"`jobId).add("submitTime"`jobSubmitTime).add("launchTime"`jobLaunchTime).add("firstMapTaskLaunchTime"`firstMapTaskLaunchTime).add("firstReduceTaskLaunchTime"`firstReduceTaskLaunchTime).add("finishTime"`jobFinishTime).add("resourcesPerMap"`resourcesPerMap).add("resourcesPerReduce"`resourcesPerReduce).add("numMaps"`numFinishedMaps + numFailedMaps).add("numReduces"`numFinishedReduces + numFailedReduces).add("user"`user).add("queue"`queue).add("status"`jobStatus).add("mapSlotSeconds"`mapSlotSeconds).add("reduceSlotSeconds"`reduceSlotSeconds).add("jobName"`jobName);" is 621.,197
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Identifier,The length of the field minQueueSizeForBatchingFlushes is 30.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "LOG.info("Creating intermediate history logDir: [" + doneDirPath + "] + based on conf. Should ideally be created by the JobHistoryServer: "+ MRJobConfig.MR_AM_CREATE_JH_INTERMEDIATE_BASE_DIR);" is 192.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "String message="Not creating intermediate history logDir: [" + doneDirPath + "] based on conf: "+ MRJobConfig.MR_AM_CREATE_JH_INTERMEDIATE_BASE_DIR+ ". Either set to true or pre-create this directory with"+ " appropriate permissions";" is 234.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "maxUnflushedCompletionEvents=conf.getInt(MRJobConfig.MR_AM_HISTORY_MAX_UNFLUSHED_COMPLETE_EVENTS`MRJobConfig.DEFAULT_MR_AM_HISTORY_MAX_UNFLUSHED_COMPLETE_EVENTS);" is 162.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "postJobCompletionMultiplier=conf.getInt(MRJobConfig.MR_AM_HISTORY_JOB_COMPLETE_UNFLUSHED_MULTIPLIER`MRJobConfig.DEFAULT_MR_AM_HISTORY_JOB_COMPLETE_UNFLUSHED_MULTIPLIER);" is 169.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "flushTimeout=conf.getLong(MRJobConfig.MR_AM_HISTORY_COMPLETE_EVENT_FLUSH_TIMEOUT_MS`MRJobConfig.DEFAULT_MR_AM_HISTORY_COMPLETE_EVENT_FLUSH_TIMEOUT_MS);" is 151.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,init,Long Statement,The length of the statement "minQueueSizeForBatchingFlushes=conf.getInt(MRJobConfig.MR_AM_HISTORY_USE_BATCHED_FLUSH_QUEUE_SIZE_THRESHOLD`MRJobConfig.DEFAULT_MR_AM_HISTORY_USE_BATCHED_FLUSH_QUEUE_SIZE_THRESHOLD);" is 182.,117
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,start,Magic Number,The method contains a magic number: 1000,245
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,run,Magic Number,The method contains a magic number: 1000,248
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,stop,Complex Method,Cyclomatic complexity of the method is 9,288
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,stop,Long Statement,The length of the statement "JobUnsuccessfulCompletionEvent jucEvent=new JobUnsuccessfulCompletionEvent(TypeConverter.fromYarn(toClose)`System.currentTimeMillis()`context.getJob(toClose).getCompletedMaps()`context.getJob(toClose).getCompletedReduces()`JobState.KILLED.toString());" is 251.,288
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,isJobCompletionEvent,Long Statement,The length of the statement "if (EnumSet.of(EventType.JOB_FINISHED`EventType.JOB_FAILED`EventType.JOB_KILLED).contains(historyEvent.getEventType())) {" is 121.,464
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,handleEvent,Long Statement,The length of the statement "if (event.getHistoryEvent().getEventType() == EventType.JOB_FAILED || event.getHistoryEvent().getEventType() == EventType.JOB_KILLED) {" is 135.,472
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,processEventForJobSummary,Complex Method,Cyclomatic complexity of the method is 14,548
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,processEventForJobSummary,Long Statement,The length of the statement "if (summary.getJobStatus() == null) summary.setJobStatus(org.apache.hadoop.mapreduce.JobStatus.State.SUCCEEDED.toString());" is 123.,548
